1.75552,-1
1.80717909,-1
2.17957759,-1
2.22722,-1
2.2516222,-1
2.26843214,-1
2.28484917,-1
2.30546379,-1
2.32168865,-1
2.34080434,-1
2.358871,-1
2.37847328,-1
2.39624453,-1
2.41822743,-1
2.43552542,-1
2.45280075,-1
2.4696846,-1
2.48570085,-1
2.5019207,-1
2.51951885,-1
2.5356164,-1
2.552572,-1
2.569102,-1
2.58548641,-1
2.60132384,-1
2.618361,-1
2.63554215,-1
2.652188,-1
2.675705,-1
2.69229,-1
2.7088778,-1
2.72659636,-1
2.741654,-1
2.75976157,-1
2.77536583,-1
2.79166818,-1
2.80838823,-1
2.82483649,-1
2.84123,-1
2.85799146,-1
2.875468,-1
2.89105129,-1
2.90864587,-1
2.92639112,-1
2.943308,-1
2.959653,-1
2.97668743,-1
2.99276447,-1
3.009951,-1
3.02590537,-1
3.04260135,-1
3.058974,-1
3.0755384,-1
3.0921123,-1
3.10881424,-1
3.12581873,-1
3.14160967,-1
3.159937,-1
3.17652369,-1
3.19310164,-1
3.21001077,-1
3.22701716,-1
3.24269843,-1
3.25947237,-1
3.276052,-1
3.29307461,-1
3.310072,-1
3.32581663,-1
3.34194732,-1
3.35893488,-1
3.37539887,-1
3.39875484,-1
3.41541767,-1
3.43214774,-1
3.4485023,-1
3.46518421,-1
3.48184443,-1
3.49943185,-1
3.51471281,-1
3.53131461,-1
3.548191,-1
3.56520343,-1
3.5809257,-1
3.597604,-1
3.61431479,-1
3.6312964,-1
3.6525805,-1
3.669152,-1
3.68572378,-1
3.70207882,-1
3.7188518,-1
3.73546457,-1
3.75245881,-1
3.76854634,-1
3.78548026,-1
3.80136037,-1
3.818605,-1
3.83479476,-1
3.85164428,-1
3.868552,-1
3.8871882,-1
3.90376663,-1
3.92043376,-1
3.93693,-1
3.95381951,-1
3.97004485,-1
3.9868052,-1
4.0028367,-1
4.01983,-1
4.036299,-1
4.052944,-1
4.06990337,-1
4.086066,-1
4.102654,-1
4.119172,-1
4.139299,-1
4.155673,-1
4.17305326,-1
4.18904066,-1
4.205355,-1
4.221749,-1
4.238712,-1
4.25507259,-1
4.272161,-1
4.288326,-1
4.30508852,-1
4.321768,-1
4.33790159,-1
4.354456,-1
4.37441349,-1
